"words","freq"
"simultaneously",2
"since",352
"sincebarack",1
"sincedebunked",1
"sing",1
"singapore",1
"singing",1
"single",89
"singleanswer",1
"singlebiggest",1
"singleoccupancy",1
"singleparent",1
"singlepayer",5
"singleyear",1
"sink",16
"sinks",1
"sins",1
"siphon",1
"sister",1
"sit",6
"site",5
"sites",6
"sitin",1
"sits",1
"sitting",12
"sittons",1
"situation",5
"situations",1
"six",79
"sixdistrict",1
"sixfigure",1
"sixinten",1
"sixpack",1
"sixteen",1
"sixth",5
"sixthfastest",1
"sixthhighest",2
"sixty",5
"sixtyfive",1
"sixtyone",2
"sixtypercent",1
"sixtytwo",2
"sixyear",1
"size",28
"sizes",5
"sjr",1
"skew",1
"skill",1
"skilled",1
"skills",4
"skin",1
"skip",3
"skipped",6
"skipping",3
"skips",1
"skulls",1
"sky",2
"skyline",1
"skyrocket",2
"skyrocketed",2
"skyrocketing",6
"slam",2
"slapped",1
"slash",7
"slashed",5
"slashing",5
"slated",2
"slaughtered",1
"slave",1
"slaveholders",1
"slavelike",1
"slavery",10
"slaves",6
"slavesfreedom",1
"sleep",1
"slept",1
"slice",1
"slices",1
"slightly",1
"slim",1
"slime",1
"slipped",1
"slogan",1
"slot",2
"slots",2
"slouches",1
"slovenia",1
"slow",3
"slowdown",1
"slowed",2
"slower",3
"slowest",1
"slowly",1
"slush",5
"sly",1
"small",74
"smallbusiness",2
"smalldollar",1
"smaller",16
"smallest",5
"smallminded",1
"smallpox",2
"smart",8
"smartest",1
"smartphones",1
"smear",1
"smeared",1
"smells",1
"smelter",1
"smiley",1
"smith",5
"smitherman",1
"smog",2
"smoked",2
"smoker",1
"smokers",2
"smoking",6
"smuggled",1
"snack",1
"snail",1
"sneak",1
"sneaky",1
"sneeze",1
"sneezes",1
"sniper",1
"snipes",1
"snitker",1
"snow",2
"snowden",3
"snowmobile",1
"snowstorm",2
"soar",2
"soared",2
"soaring",2
"socalled",11
"soccer",8
"social",150
"socialism",2
"socialist",7
"socialists",9
"socialized",5
"socially",2
"society",7
"socioeconomic",1
"socks",1
"soda",3
"sodas",1
"soetoro",1
"sofa",1
"soft",2
"softening",1
"soglins",1
"soil",1
"solar",22
"solarcity",1
"solarheated",1
"solars",1
"sold",23
"soldier",4
"soldiers",14
"sole",1
"solely",3
"solicitation",1
"solicitor",2
"solid",4
"solitary",3
"solo",1
"solution",8
"solutions",5
"solv",1
"solve",1
"solved",3
"solvency",1
"solvent",1
"solving",1
"solyndra",3
"solyndrahad",1
"somali",1
"somalia",1
"somebody",14
"somehow",4
"someone",27
"someones",1
"someplace",1
"something",34
"sometime",5
"sometimes",2
"somewhere",6
"son",6
"songs",1
"sonia",5
"sonogram",3
"sons",1
"soon",7
"sooner",3
"soonerthan",1
"sore",1
"soros",4
"sorry",1
"sort",3
"sotomayor",13
"sotomayors",1
"sought",2
"soul",1
"sound",3
"soundly",2
"sounds",1
"soup",1
"source",9
"sources",7
"south",40
"southeast",4
"southerland",2
"southern",5
"southerners",1
"southwest",6
"southwestern",2
"sovereign",1
"sovereignty",1
"soviet",8
"soviets",1
"sovietstyle",1
"sox",1
"soy",1
"space",13
"spaces",1
"spaceshuttle",1
"spain",3
"span",3
"spanish",7
"spanishlanguage",1
"spankers",1
"spared",1
"spares",1
"spark",1
"sparklers",1
"spas",1
"spasms",1
"spawned",1
"spay",1
"speak",3
"speaker",32
"speakerdesignate",1
"speakers",2
"speakership",1
"speaking",3
"speaks",1
"special",41
"specialinterest",1
"specialists",2
"specializes",1
"species",1
"specific",4
"specifically",13
"specified",1
"specifying",1
"specter",1
"specters",1
"speculative",1
"speculators",1
"speech",16
"speeches",4
"speed",2
"speedy",1
"spells",1
"spencer",1
"spend",88
"spending",223
"spends",28
"spent",114
"spew",2
"spewing",1
"spike",3
"spill",7
"spilled",1
"spillover",1
"spills",3
"spine",1
"spinnett",1
"spiral",1
"spiraled",1
"spiraling",1
"spirit",1
"spiritual",1
"spitting",1
"spitzer",1
"splintering",1
"split",3
"splitting",1
"splost",1
"spoiler",1
"spoke",5
"spoken",6
"spokesman",5
"spokesperson",1
"sponsor",6
"sponsored",15
"sponsoring",2
"sponsors",1
"spontaneous",1
"sport",3
"sporting",1
"sports",9
"spot",1
"spots",1
"spotted",1
"spotting",1
"spotty",1
"spouse",2
"spouses",3
"sprawl",1
"sprawling",1
"spray",1
"spread",7
"spreading",1
"spree",4
"spring",4
"springs",2
"springsteen",2
"sprinklers",1
"spurned",1
"spy",2
"spying",2
"squad",1
"squandered",1
"squandering",1
"square",5
"squarefoot",2
"squat",2
"squeezing",1
"squirrel",1
"ssdi",1
"ssi",1
"stab",1
"stabbing",1
"stabilization",1
"stabilize",2
"stabilized",2
"stabilizing",1
"stable",1
"stack",2
"stadium",13
"stadiums",4
"staff",24
"staffer",2
"staffers",3
"staffing",3
"stafford",1
"stage",12
"staged",2
"staggering",2
"stagnant",1
"staircase",1
"stake",1
"stakes",1
"stalin",2
"stalking",2
"stamp",11
"stamps",24
"stan",1
"stance",1
"stand",21
"standalone",1
"standard",10
"standardized",3
"standards",27
"standdown",2
"standing",11
"standpoint",1
"stands",8
"stanford",2
"stanley",1
"staples",1
"star",6
"starbucks",2
"stark",1
"starkey",2
"starr",2
"start",25
"started",41
"startedthe",1
"startedwaronpoverty",1
"starting",13
"starts",1
"startup",2
"startups",2
"starvation",2
"starved",1
"starving",1
"state",806
"statebased",1
"stated",8
"statefunded",1
"statehired",1
"statehouse",1
"statemandated",3
"statement",5
"statements",3
"stateowned",2
"staters",3
"staterun",4
"states",554
"statesupported",1
"stateswere",1
"statewide",16
"stating",2
"station",2
"stationed",1
"stations",3
"statistic",2
"statistical",3
"statistically",5
"statistics",13
"stats",1
"statue",1
"status",14
"statute",2
"statutes",1
"staunch",2
"staunchly",1
"stay",21
"stayathome",1
"stayed",5
"staying",3
"stays",3
"steadfast",1
"steadily",4
"steady",2
"steakhouse",1
"steakhouses",1
"steam",1
"steel",5
"steelers",1
"steelworkers",1
"steeper",1
"steer",1
"stefani",1
"steinem",1
"stellar",1
"stem",6
"stems",1
"stenciled",1
"step",11
"stephanopoulos",1
"stephen",6
"stepped",1
"steps",7
"sterilizations",1
"sterilized",1
"sterling",1
"stern",1
"steroids",1
"steve",15
"steven",3
"stevens",4
"stevie",1
"stewart",2
"steyer",1
"sticker",1
"sticking",1
"stiff",1
"still",100
"stilltooracist",1
"stimulate",1
"stimulus",108
"stirred",1
"stock",11
"stockman",1
"stockpile",1
"stockpiling",1
"stockton",1
"stokes",1
"stole",3
"stolen",3
"stomach",1
"stone",2
"stoned",1
"stoning",1
"stood",20
"stop",43
"stopandfrisk",2
"stopgap",1
"stopped",26
"stopping",1
"stops",2
"store",4
"stores",6
"stories",3
"storing",1
"storm",4
"storms",1
"story",8
"stoves",2
"straight",18
"straightforward",1
"strains",1
"strama",1
"stranded",1
"strangerdanger",1
"strangle",1
"strangulation",2
"strategic",4
"strategist",1
"strategy",3
"stratosphere",1
"straus",8
"strauss",1
"strawberry",1
"strayed",1
"stream",1
"streaming",1
"streams",1
"street",52
"streetcar",5
"streets",12
"streetsign",1
"strength",2
"strengthen",1
"strengthened",1
"stress",2
"stretch",2
"strickland",7
"stricklands",2
"strict",2
"strictest",5
"strictly",1
"strides",2
"strife",1
"strike",8
"strikes",13
"striking",2
"strikingly",1
"stringent",2
"strip",10
"stripclub",1
"stripping",1
"stroke",3
"strong",12
"stronger",8
"strongest",2
"strongly",3
"struck",5
"structural",5
"structurally",1
"structure",3
"struggles",1
"struggling",3
"stuart",1
"stuck",1
"student",57
"studentathletes",2
"students",97
"studies",16
"studio",1
"studios",5
"study",42
"studying",3
"stuff",3
"stuffed",2
"stupid",2
"sturtevant",1
"stuxnet",1
"style",1
"stylists",1
"styrofoam",1
"subcommittee",1
"subcommittees",1
"subhuman",1
"subject",12
"subjected",1
"subjective",1
"subjugation",1
"submarines",2
"subminimum",1
"submit",3
"submitted",4
"subpar",1
"subpoena",2
"subpoenaed",2
"subprime",8
"subsaharan",2
"subscribers",1
"subscription",1
"subsequent",3
"subsidiary",1
"subsidies",15
"subsidize",7
"subsidized",3
"subsidy",6
"substance",5
"substances",2
"substantial",9
"substantially",2
"substitute",2
"substitutes",1
"substitution",1
"suburbs",2
"subway",1
"succeed",4
"succeeded",3
"succeeding",1
"succeeds",1
"success",7
"successful",14
"successfully",9
"successor",1
"sucked",1
"suction",1
"sudafed",1
"sudden",4
"suddenly",2
"sue",7
"sued",7
"suffer",5
"suffered",3
"suffering",3
"sufficient",1
"sugar",3
"suggest",5
"suggested",13
"suggesting",2
"suggests",2
"suicide",12
"suicides",1
"suing",2
"suit",4
"suites",1
"suits",3
"sulfide",1
"sullivan",4
"summer",6
"summit",2
"sums",1
"sun",4
"sunday",7
"sundays",2
"sunny",1
"suns",1
"sunset",3
"sunsets",1
"sunshine",1
"sunstein",2
"sununu",1
"sununus",1
"super",20
"superdelegate",2
"superdelegates",1
"superfund",1
"superintendent",6
"superintendents",1
"superior",3
"superiority",2
"supermax",1
"superpacs",1
"superpower",1
"superrich",1
"superstorm",1
"supervised",1
"supervisor",2
"supervisors",3
"supplement",2
"supplemental",2
"supplier",1
"supplies",5
"supply",11
"supplysider",1
"support",135
"supported",103
"supportedamnesty",1
"supporter",7
"supporters",7
"supporting",20
"supportive",3
"supports",70
"supposed",12
"supposedly",3
"suppression",1
"supremacist",2
"supreme",67
"surcharge",2
"sure",15
"surface",5
"surge",8
"surged",1
"surgeon",1
"surgeries",3
"surgery",1
"surgical",2
"surpass",1
"surpassed",6
"surplus",32
"surpluses",2
"surprised",3
"surrender",2
"surrogate",2
"surrogates",1
"surround",1
"surrounded",2
"surrounding",3
"surtax",2
"surveil",1
"surveillance",3
"surveille",1
"survey",12
"surveyed",1
"surveys",7
"survival",1
"survive",2
"survived",1
"surviving",3
"survivor",1
"survivors",1
"susan",3
"susie",1
"suspect",1
"suspected",6
"suspects",6
"suspend",3
"suspended",4
"suspending",1
"suspicion",3
"suspicious",2
"sustained",1
"sutton",6
"suv",1
"suzanne",2
"swanigan",1
"swap",2
"swapped",3
"swaps",1
"swarming",1
"swastika",1
"swat",1
"swaziland",1
"swearingin",1
"sweater",1
"sweden",1
"sweeping",1
"sweepstakes",1
"sweetheart",2
"swift",2
"swim",1
"swimming",2
"swindled",1
"swine",3
"swings",1
"swiss",2
"switch",4
"switched",4
"switching",2
"switzerland",5
"sworn",4
"sylvia",1
"symbol",1
"sympathetic",1
"sympathized",1
"sympathy",1
"synagogues",1
"syndicate",1
"syndrome",5
"syngenta",1
"syria",30
"syrian",19
"syrians",1
"syrias",1
"system",122
"systematic",1
"systematically",1
"systemic",1
"systems",11
"tab",2
"table",8
"tackles",1
"tactic",1
"tactics",1
"taft",1
"tag",2
"tail",1
"tailgating",1
"tailpipe",1
"tainted",2
"taj",2
"take",111
"taken",48
"takeover",14
"takers",1
"takes",25
"taking",47
"takingbob",1
"talal",1
"taliban",3
"talk",14
"talked",6
"talking",18
"talks",3
"tall",1
"tallahassee",3
"taller",1
"tallied",1
"tally",1
"tammy",16
"tampa",8
"tamperproof",1
"tank",4
"tanked",1
"tankers",1
"tanking",1
"tanning",1
"tap",2
"tape",4
"tapped",1
"tapping",1
"taps",1
"tar",1
"target",7
"targeted",3
"targeting",4
"targets",3
"tariffs",1
"tarkanian",2
"tarp",6
"tarpon",1
"task",4
"tattoo",1
"tattoos",2
"taught",1
"taveras",4
"tax",674
"taxation",3
"taxcredit",2
"taxcut",1
"taxed",8
"taxes",376
"taxexempt",1
"taxfriendly",1
"taxi",1
"taxing",3
"taxman",1
"taxpayer",46
"taxpayerfunded",13
"taxpayerowned",1
"taxpayerpaid",1
"taxpayerpaidfor",1
"taxpayers",78
"taxpayersubsidized",1
"taxwas",1
"taylor",2
"tea",13
"teach",10
"teacher",23
"teachers",54
"teaches",2
"teaching",5
"teachout",1
"team",26
"teamed",2
"teams",3
"teamster",1
"teamsters",1
"teapot",1
"tear",1
"tearing",1
"teas",1
"tebow",1
"tech",3
"technical",7
"technicality",1
"technically",1
"technique",1
"technology",7
"techs",1
"ted",48
"teddy",4
"teen",6
"teenage",3
"teenaged",2
"teenager",2
"teenagers",3
"teens",3
"tehran",1
"teilhet",1
"telecast",1
"telecom",2
"telecommunications",2
"telecommute",1
"telemarketers",1
"television",10
"tell",19
"tellers",2
"telling",8
"tells",8
"temperature",5
"temperatures",2
"temporarily",2
"temporary",4
"ten",10
"tenandahalf",1
"tenant",1
"tend",2
"tended",1
"tends",1
"tenet",1
"tenets",1
"tenn",1
"tennesseans",1
"tennessee",9
"tennessees",5
"tenpoint",1
"tens",17
"tent",3
"tenth",2
"tenure",13
"tenured",2
"term",39
"terminal",1
"terminally",1
"terminated",2
"terms",46
"terrell",1
"terrible",7
"terrificand",1
"territorial",1
"territories",1
"territory",1
"terror",11
"terrorism",23
"terrorist",32
"terrorists",31
"terroristsfriends",1
"terry",8
"terrygorman",1
"test",18
"tested",8
"tester",1
"testified",3
"testify",3
"testimony",2
"testing",12
"testprep",1
"tests",10
"texan",1
"texans",20
"texas",388
"texashad",1
"texasmexico",2
"text",2
"textbook",3
"textbooks",2
"texting",4
"texts",2
"textured",1
"thanfind",1
"thank",4
"thanked",2
"thanks",26
"thanksgiving",3
"thankyous",1
"thanthe",1
"thatcaptured",1
"thatcher",1
"thatd",1
"thats",114
"thatthe",1
"thawed",1
"thc",2
"theaffordable",1
"theater",1
"theaters",1
"theatrically",1
"thecbo",1
"thedford",1
"thedollar",1
"thefirst",1
"theft",4
"thefts",1
"thehousebudget",1
"theinsurance",1
"theislamic",1
"themto",1
"thencongressman",1
"thengeorgia",1
"thengov",1
"thenpresident",1
"thensecretary",1
"thensen",3
"theocracy",2
"theories",1
"theorists",1
"therapy",2
"thereabout",1
"thereafter",1
"thereby",1
"therefore",1
"therell",2
"theres",79
"thesis",1
"theus",2
"thevalley",1
"thewater",1
"theyd",1
"theyll",5
"theyre",61
"theyve",32
"thibaut",1
"thin",2
"thing",26
"things",37
"think",53
"thinks",20
"third",38
"thirdbiggest",2
"thirdgrade",2
"thirdgraders",1
"thirdhighest",1
"thirdlargest",3
"thirdlowest",1
"thirds",3
"thirdtrimester",2
"thirdworld",1
"thirteen",1
"thirty",3
"thirtyeight",1
"thirtyfive",1
"thirtyfour",1
"thirtyone",1
"thirtyseven",1
"thom",5
"thomas",10
"thompson",17
"thompsons",2
"thoroughly",1
"thors",1
"though",21
"thought",11
"thousand",7
"thousandfold",1
"thousands",58
"threat",17
"threaten",2
"threatened",7
"threatening",4
"threatens",5
"threats",3
"three",175
"threeblack",1
"threecentsperounce",1
"threefifths",1
"threefold",1
"threefourths",1
"threequarters",3
"threestate",1
"threestory",1
"threeyearolds",1
"threshold",2
"threw",2
"thrive",1
"throat",1
"throughout",17
"throw",4
"throwing",1
"thrown",4
"throws",1
"thugs",2
"thumbprint",1
"thurbert",1
"thurmond",1
"thus",1
"thwart",2
"thwarted",1
"ticket",7
"ticketing",1
"tickets",2
"ticking",1
"tide",3
"tied",8
"tier",2
"ties",6
"tighten",1
"tightened",1
"till",4
"tiller",1
"tillis",5
"tim",28
"timber",1
"timberlake",1
"time",240
"timeline",3
"timelines",1
"times",181
"timetable",1
"timing",3
"tina",1
"tiny",3
"tip",1
"tipping",1
"tips",1
"tireless",1
"tires",2
"title",1
"titled",2
"tobacco",9
"today",164
"todays",3
"todd",5
"toddlers",1
"toetotoe",1
"tofrom",1
"together",22
"tohave",1
"toilet",3
"toilets",2
"toimplement",1
"told",43
"toldevery",1
"toledo",1
"tolerant",1
"toll",5
"tollfree",1
"tolls",6
"tom",32
"tomahawk",1
"tommy",16
"tomorrow",1
"ton",1
"tone",1
"tonight",6
"tons",2
"took",153
"tool",2
"tools",1
"toomey",6
"toothache",1
"toothbrush",1
"toothpaste",2
"top",100
"topdown",1
"topfive",1
"topics",1
"topperforming",1
"toprated",1
"topsecret",2
"topselling",1
"toraise",1
"tore",1
"toreport",1
"tort",3
"torture",6
"torturing",1
"tossup",1
"total",48
"totaled",1
"totaling",6
"totally",8
"touch",5
"touched",1
"tough",10
"toughen",3
"tougher",3
"toughest",5
"tour",6
"touring",1
"tourism",8
"tourist",2
"tourists",1
"tout",1
"touted",1
"touting",1
"tovo",1
"tow",2
"toward",12
"towards",7
"tower",2
"towers",1
"town",19
"towns",6
"townsend",1
"towpath",1
"toxic",4
"toy",2
"toys",2
"traced",2
"traces",1
"track",13
"tracked",1
"tracker",1
"tracks",1
"tractor",1
"trade",55
"tradedependent",1
"trademark",3
"trading",5
"tradition",2
"traditional",4
"traditionally",1
"traditions",1
"traffic",21
"trafficked",2
"trafficking",10
"tragedies",2
"tragedy",1
"tragic",1
"tragically",1
"trail",4
"trailed",1
"trailing",2
"trails",1
"train",15
"trained",4
"training",16
"trainorstill",1
"trains",3
"trait",1
"transactions",5
"transcript",1
"transcripts",1
"transexuals",1
"transfer",3
"transferred",2
"transfers",2
"transgender",4
"transgressions",1
"transit",12
"transition",2
"translate",1
"translates",2
"translators",1
"transmissible",1
"transmission",1
"transmitted",4
"transpacific",12
"transparency",2
"transparent",3
"transport",4
"transportation",34
"transporting",1
"transtexas",1
"transvaginal",3
"trap",1
"trapped",1
"trapping",1
"trash",2
"traumatic",3
"travel",8
"traveled",2
"travelers",3
"traveling",3
"travels",1
"travesty",1
"travis",12
"trayvon",2
"treason",2
"treasure",1
"treasurer",4
"treasurers",1
"treasury",9
"treat",5
"treated",5
"treaties",5
"treating",3
"treatment",14
"treatments",7
"treats",1
"treaty",9
"treatyinfringes",1
"tree",3
"trees",9
"trek",2
"tremendous",7
"trend",4
"trendline",1
"trends",2
"trenton",4
"trespass",1
"trespassing",1
"treuhaft",1
"trey",1
"trial",3
"trials",2
"tribe",3
"tribuneseditorial",1
"tribute",1
"trick",1
"trickledown",1
"tried",43
"tries",3
"trig",1
"trigger",3
"triggering",1
"triggers",1
"trillion",117
"trilliondollar",1
"trillions",8
"trimet",4
"trimets",2
"trimming",1
"trip",7
"triple",4
"triplebunked",1
"tripled",9
"triples",1
"tripling",1
"tripoli",2
"trippi",1
"trips",2
"triumph",1
"trolley",2
"troop",1
"trooper",2
"troops",54
"trouble",5
"troubled",2
"troubles",1
"troubling",2
"trove",1
"truancy",2
"truck",7
"truckers",1
"trucks",5
"true",21
"truethat",1
"truly",1
"truman",3
"trump",158
"trumpets",1
"trumphas",1
"trumps",23
"trunks",1
"trust",13
"trusted",3
"trusts",3
"trustworthy",1
"truth",8
"truthful",2
"try",11
"trying",36
"tsa",1
"tshirt",2
"tuberculosis",3
"tucson",1
"tuesday",3
"tuggey",1
"tuition",47
"tuitionfree",2
"tuitions",1
"tune",3
"tuneups",1
"turbine",1
"turbines",3
"turkey",3
"turkeys",1
"turn",21
"turnaround",3
"turned",23
"turner",1
"turners",1
"turning",5
"turnout",15
"turnouts",1
"turnpike",5
"turns",6
"turtles",1
"tusks",1
"tva",1
"tweet",2
"tweeted",4
"tweeting",1
"twelve",2
"twenty",10
"twentyfive",3
"twentyfour",2
"twentyone",1
"twentyseven",1
"twentysix",1
"twentysixth",1
"twentythree",2
"twentytwo",1
"twice",53
"twin",2
"twinkling",1
"twitter",6
"two",171
"twoandahalf",3
"twobedroom",1
"twoday",1
"twodecade",1
"twodozennuclear",1
"twoor",1
"twostate",1
"twothirds",25
"twotour",1
"twoyear",4
"txdems",1
"tying",1
"tyler",1
"type",8
"types",2
"typical",18
"typically",2
"tysons",1
"uaw",1
"uber",2
"ucthirtyfour",1
"udall",1
"udalls",1
"ufos",1
"ugly",1
"uhaul",1
"ukraine",9
"ukrainians",1
"uks",1
"uline",1
"ultimately",6
"ultrasound",6
"ultrasounds",4
"umatilla",1
"umpqua",1
"unable",3
"unacceptable",1
"unaccompanied",1
"unaccountable",2
"unaccounted",2
"unamerican",1
"unanimous",1
"unanimously",2
"unarmed",5
"unauthorized",1
"unbeknownst",1
"unbelievable",1
"unborn",1
"uncertainty",1
"unchanged",1
"unchecked",1
"unclaimed",1
"uncle",2
"uncollected",1
"uncompensated",4
"unconstitutional",9
"unconstitutionally",1
"uncontested",2
"undefeated",1
"undeniable",1
"underage",3
"undercover",2
"undercurrent",1
"undereducated",1
"underemployed",3
"underfunded",1
"underfunding",2
"undergo",4
"undergraduate",1
"underground",2
"undermine",1
"underpaid",1
"underperformed",1
"underperforming",1
"underprivileged",1
"underqualified",1
"understand",9
"understanding",2
"understands",1
"understood",2
"undertaxed",1
"underused",1
"underutilized",1
"underwater",1
"underwear",2
"undisclosed",1
"undocumented",29
"undocumentedimmigrants",1
"unelected",5
"unemployed",13
"unemployment",172
"unemployments",2
"unequal",1
"unequivocal",1
"unequivocally",2
"unethical",1
"unexpected",2
"unfair",4
"unfairly",2
"unfairness",1
"unfortunately",1
"unfriendly",1
"unfunded",4
"unger",1
"unhealthy",1
"unheard",1
"uniform",3
"uniforms",4
"unilateral",2
"unilaterally",3
"unincorporated",2
"uninsurable",1
"uninsured",24
"unintended",3
"uninterrupted",1
"union",54
"unionization",2
"unionized",3
"unionoperated",1
"unions",34
"unique",2
"unit",5
"united",311
"universal",12
"universe",1
"universities",17
"university",62
"universityhave",1
"univision",1
"unjust",1
"unkind",1
"unknown",3
"unlawful",3
"unleash",1
"unleashes",1
"unless",6
"unlicensed",1
"unlike",13
"unlimited",6
"unloading",1
"unlocking",1
"unmatched",2
"unmitigated",1
"unnecessarily",1
"unnecessary",1
"unopposed",3
"unpaid",3
"unpayable",1
"unpopular",6
"unprecedented",6
"unqualified",1
"unreasonable",1
"unrecognized",1
"unregulated",2
"unrelated",1
"unrest",1
"uns",1
"unsafe",3
"unsealed",1
"unseemly",1
"unsigned",1
"unstable",1
"unsuccessful",2
"unsuccessfully",1
"unsustainable",3
"untagged",1
"unthinkable",1
"untold",1
"untoward",1
"untrained",2
"untreated",1
"untrustworthy",1
"untruthful",1
"unturned",1
"unused",1
"unusual",1
"unveiled",1
"unwanted",2
"unwinding",1
"upcoming",2
"update",1
"updated",1
"upgraded",1
"upgrades",2
"upgrading",1
"upheld",2
"uphold",1
"uploaded",1
"upon",5
"upper",1
"ups",1
"upscale",1
"upset",1
"upstate",3
"upstream",1
"uptick",3
"upwards",2
"uranium",5
"urban",6
"urged",3
"urgent",1
"urging",2
"urgingcongress",1
"uri",1
"urinals",1
"usa",6
"usage",4
"usas",1
"usborn",4
"usda",3
"use",103
"used",94
"usefulness",1
"usein",1
"useless",1
"user",1
"users",6
"uses",8
"ushered",1
"using",35
"usisraeli",1
"usled",1
"usmexico",12
"ustax",1
"usual",1
"usually",4
"utah",6
"utaustin",1
"utilities",5
"utility",8
"utilizing",1
"utter",1
"uva",1
"uwgreen",1
"uwmadison",2
"vacancies",2
"vacancy",5
"vacancyexcept",1
"vacant",6
"vacation",12
"vacations",3
"vaccinate",1
"vaccinated",2
"vaccinating",1
"vaccination",2
"vaccinations",2
"vaccine",11
"vaccines",7
"vacuum",1
"vagina",2
"vaginal",1
"valdez",1
"valentine",1
"valero",1
"valid",1
"validate",1
"validated",1
"valle",1
"valley",8
"valuable",1
"valuables",1
"value",8
"valued",1
"values",5
"van",7
"vanderbeek",2
"vans",1
"vapor",1
"varied",1
"various",5
"vast",11
"vatican",1
"vaticans",1
"vawa",1
"vegan",2
"veganfriendly",1
"vegas",5
"vegetation",1
"vehemently",1
"vehicle",5
"vehicles",7
"vehicular",3
"venezuela",2
"venezuelan",1
"venture",3
"verified",1
"verifies",1
"verify",3
"verifying",1
"vermont",4
"vern",1
"verona",1
"version",7
"versus",2
"vested",1
"vet",5
"veteran",6
"veterans",64
"veto",9
"vetoed",16
"vetoing",1
"vets",2
"vetted",2
"vetting",3
"via",3
"viable",3
"viagra",4
"vice",10
"vicepresidential",1
"vicious",3
"viciously",1
"victim",5
"victims",26
"victimsoutnumbers",1
"victor",1
"victories",1
"victors",1
"victory",6
"video",13
"videos",1
"videotape",1
"vietnam",6
"vietnamese",1
"vietnams",1
"view",5
"viewed",1
"viewers",3
"viewisis",1
"views",6
"vigilantes",1
"viktor",1
"villain",1
"villanovas",1
"violate",2
"violated",5
"violatedfederal",1
"violates",1
"violating",2
"violation",5
"violations",9
"violators",1
"violence",41
"violent",35
"violentunder",1
"violets",1
"virginia",83
"virginians",1
"virginias",14
"virtually",22
"virtue",1
"virus",9
"visa",7
"visas",5
"visible",1
"visibly",1
"visit",7
"visited",6
"visiting",1
"visitor",2
"visitors",8
"visits",3
"vital",1
"vitro",1
"vitter",1
"vladimir",4
"vodka",2
"voice",2
"voicing",1
"void",1
"volcano",2
"volleyball",1
"volt",1
"volume",1
"voluntarily",1
"voluntary",1
"volunteer",3
"volunteers",1
"volvo",1
"vortex",2
"vote",158
"voteand",1
"votebymail",1
"voted",360
"votefor",1
"voter",53
"voteradopted",1
"voters",65
"votes",67
"votetabulation",1
"voting",82
"votingage",2
"votingreform",1
"votingto",1
"voucher",18
"vouchers",3
"vowed",1
"vows",1
"vulnerable",1
"vulture",1
"wade",6
"wage",79
"wages",33
"waging",1
"wahabi",1
"wahabism",1
"wahhabism",1
"wait",9
"waited",2
"waiting",8
"waive",1
"waived",4
"waiver",4
"waivers",2
"wake",3
"waldens",1
"walgreens",1
"walk",10
"walked",6
"walker",105
"walkerpaul",1
"walkers",33
"walking",4
"wall",59
"wallace",1
"walmart",10
"walsh",1
"walton",3
"wand",1
"wandering",1
"wanggaard",2
"want",80
"wanted",39
"wanting",3
"wants",119
"wantsillegal",1
"war",100
"warcraft",1
"ward",2
"warehouse",1
"warheads",3
"warmed",2
"warmer",2
"warmest",1
"warming",20
"warms",2
"warn",1
"warned",1
"warner",5
"warners",3
"warning",5
"warns",1
"warrant",7
"warrantless",1
"warrants",2
"warren",10
"warrior",1
"wars",9
"wartime",1
"wasgovernor",2
"wash",3
"washing",1
"washington",79
"washingtonbased",1
"washingtons",1
"wasilla",2
"wasillas",1
"wasnt",20
"wasserman",7
"waste",14
"wasted",4
"wasteful",4
"wastes",1
"wastewater",2
"wasting",1
"watch",27
"watched",2
"watching",3
"water",58
"waterboard",2
"waterboarding",4
"watered",1
"watereddown",1
"waterefficient",1
"waterfront",1
"watergate",1
"waters",7
"watersheds",1
"watson",1
"watt",2
"watts",1
"waukesha",2
"waushara",1
"wauwatosa",1
"wave",1
"waved",1
"wavered",1
"waving",1
"way",58
"wayne",2
"waynepowell",1
"ways",6
"weak",5
"weaken",4
"weakened",2
"weakening",1
"weakens",1
"weakest",1
"weakness",1
"wealth",23
"wealthiest",12
"wealthy",20
"weapon",19
"weapons",36
"wear",5
"wearing",2
"weaspons",1
"weather",6
"weatherization",1
"web",3
"webb",3
"webber",1
"website",13
"websites",1
"webster",8
"wed",6
"wedc",1
"wedding",1
"wedlock",3
"wednesday",1
"week",46
"weekend",7
"weeks",29
"weems",1
"wehby",1
"weidner",1
"weigh",2
"weighed",1
"weighs",1
"weight",2
"weinstein",2
"weird",1
"welcome",4
"welders",1
"welfare",38
"welfaretowork",1
"well",36
"welldeserved",1
"wellfed",1
"wellness",1
"welloff",1
"wellpaid",2
"wells",2
"wendy",10
"wendys",1
"went",98
"wentworth",2
"werent",12
"west",25
"westchester",1
"western",10
"westerners",1
"westerville",1
"westlund",1
"westpatrick",1
"westside",1
"weve",132
"whack",1
"whales",1
"whatever",5
"whatis",1
"whats",9
"whatsoever",9
"wheat",1
"wheel",2
"wheelbarrow",1
"wheelchairs",1
"wheelers",1
"whelan",1
"whenever",2
"whenmark",1
"whereabouts",1
"whereas",1
"wherepresident",1
"wheretheres",1
"wherever",1
"whether",62
"whetherbarack",1
"whilesecretary",1
"whine",2
"whistleblower",2
"whistleblowers",1
"whistled",1
"white",91
"whiteaged",1
"whitehouse",6
"whites",13
